"REF_DATE","GEO","DGUID","Components of population growth","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017/2018","All census metropolitan areas and census agglomerations, Canada","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590629379","2.10.1.1","156502","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, Canada","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590629379","2.10.1.1","164219","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, Canada","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590629379","2.10.1.1","76042","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, Canada","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590629379","2.10.1.1","-53630","","","","0"
"2021/2022","All census metropolitan areas and census agglomerations, Canada","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590629379","2.10.1.1","219384","","","","0"
"2022/2023","All census metropolitan areas and census agglomerations, Canada","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590629379","2.10.1.1","649775","","","","0"
"2023/2024","All census metropolitan areas and census agglomerations, Canada","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590629379","2.10.1.1","760317","","","","0"
"2024/2025","All census metropolitan areas and census agglomerations, Canada","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590629379","2.10.1.1","-17087","","","","0"
"2015/2016","All census metropolitan areas and census agglomerations, Canada","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590629721","2.11.1.1","-28279","","","","0"
"2016/2017","All census metropolitan areas and census agglomerations, Canada","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590629721","2.11.1.1","-9156","","","","0"
"2017/2018","All census metropolitan areas and census agglomerations, Canada","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590629721","2.11.1.1","-8614","","","","0"
"2018/2019","All census metropolitan areas and census agglomerations, Canada","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590629721","2.11.1.1","-8162","","","","0"
"2019/2020","All census metropolitan areas and census agglomerations, Canada","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590629721","2.11.1.1","-7660","","","","0"
"2020/2021","All census metropolitan areas and census agglomerations, Canada","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590629721","2.11.1.1","-3100","","","","0"
"2015/2016","All census metropolitan areas, Canada","","Births","Total - gender","All ages","Persons","249","units","0","v1590629727","3.1.1.1","282805","","","","0"
"2016/2017","All census metropolitan areas, Canada","","Births","Total - gender","All ages","Persons","249","units","0","v1590629727","3.1.1.1","280121","","","","0"
"2017/2018","All census metropolitan areas, Canada","","Births","Total - gender","All ages","Persons","249","units","0","v1590629727","3.1.1.1","278103","","","","0"
"2018/2019","All census metropolitan areas, Canada","","Births","Total - gender","All ages","Persons","249","units","0","v1590629727","3.1.1.1","275635","","","","0"
"2019/2020","All census metropolitan areas, Canada","","Births","Total - gender","All ages","Persons","249","units","0","v1590629727","3.1.1.1","275093","","","","0"
"2020/2021","All census metropolitan areas, Canada","","Births","Total - gender","All ages","Persons","249","units","0","v1590629727","3.1.1.1","266758","","","","0"
"2021/2022","All census metropolitan areas, Canada","","Births","Total - gender","All ages","Persons","249","units","0","v1590629727","3.1.1.1","268328","","","","0"
"2022/2023","All census metropolitan areas, Canada","","Births","Total - gender","All ages","Persons","249","units","0","v1590629727","3.1.1.1","261628","","","","0"
"2023/2024","All census metropolitan areas, Canada","","Births","Total - gender","All ages","Persons","249","units","0","v1590629727","3.1.1.1","270757","","","","0"
"2024/2025","All census metropolitan areas, Canada","","Births","Total - gender","All ages","Persons","249","units","0","v1590629727","3.1.1.1","276643","","","","0"
"2015/2016","All census metropolitan areas, Canada","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590630069","3.2.1.1","173049","","","","0"
"2016/2017","All census metropolitan areas, Canada","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590630069","3.2.1.1","181614","","","","0"
"2017/2018","All census metropolitan areas, Canada","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590630069","3.2.1.1","188676","","","","0"
"2018/2019","All census metropolitan areas, Canada","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590630069","3.2.1.1","187904","","","","0"
"2019/2020","All census metropolitan areas, Canada","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590630069","3.2.1.1","199975","","","","0"
"2020/2021","All census metropolitan areas, Canada","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590630069","3.2.1.1","206123","","","","0"
"2021/2022","All census metropolitan areas, Canada","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590630069","3.2.1.1","212613","","","","0"
"2022/2023","All census metropolitan areas, Canada","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590630069","3.2.1.1","219262","","","","0"
"2023/2024","All census metropolitan areas, Canada","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590630069","3.2.1.1","217912","","","","0"
"2024/2025","All census metropolitan areas, Canada","","Deaths","Total - gender","All ages","Persons","249","units","0","v1590630069","3.2.1.1","221052","","","","0"
"2015/2016","All census metropolitan areas, Canada","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590630411","3.3.1.1","293583","","","","0"
"2016/2017","All census metropolitan areas, Canada","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590630411","3.3.1.1","247602","","","","0"
"2017/2018","All census metropolitan areas, Canada","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590630411","3.3.1.1","279518","","","","0"
"2018/2019","All census metropolitan areas, Canada","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590630411","3.3.1.1","289229","","","","0"
"2019/2020","All census metropolitan areas, Canada","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590630411","3.3.1.1","260745","","","","0"
"2020/2021","All census metropolitan areas, Canada","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590630411","3.3.1.1","210522","","","","0"
"2021/2022","All census metropolitan areas, Canada","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590630411","3.3.1.1","452882","","","","0"
"2022/2023","All census metropolitan areas, Canada","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590630411","3.3.1.1","429766","","","","0"
"2023/2024","All census metropolitan areas, Canada","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590630411","3.3.1.1","419211","","","","0"
"2024/2025","All census metropolitan areas, Canada","","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590630411","3.3.1.1","389553","","","","0"
"2015/2016","All census metropolitan areas, Canada","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590630753","3.4.1.1","48236","","","","0"
"2016/2017","All census metropolitan areas, Canada","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590630753","3.4.1.1","50114","","","","0"
"2017/2018","All census metropolitan areas, Canada","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590630753","3.4.1.1","34490","","","","0"
"2018/2019","All census metropolitan areas, Canada","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590630753","3.4.1.1","30329","","","","0"
"2019/2020","All census metropolitan areas, Canada","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590630753","3.4.1.1","27593","","","","0"
"2020/2021","All census metropolitan areas, Canada","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590630753","3.4.1.1","21606","","","","0"
"2021/2022","All census metropolitan areas, Canada","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590630753","3.4.1.1","40257","","","","0"
"2022/2023","All census metropolitan areas, Canada","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590630753","3.4.1.1","53680","","","","0"
"2023/2024","All census metropolitan areas, Canada","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590630753","3.4.1.1","55896","","","","0"
"2024/2025","All census metropolitan areas, Canada","","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590630753","3.4.1.1","57620","","","","0"
"2015/2016","All census metropolitan areas, Canada","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590631095","3.5.1.1","59995","","","","0"
"2016/2017","All census metropolitan areas, Canada","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590631095","3.5.1.1","106165","","","","0"
"2017/2018","All census metropolitan areas, Canada","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590631095","3.5.1.1","86259","","","","0"
"2018/2019","All census metropolitan areas, Canada","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590631095","3.5.1.1","81332","","","","0"
"2019/2020","All census metropolitan areas, Canada","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590631095","3.5.1.1","68402","","","","0"
"2020/2021","All census metropolitan areas, Canada","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590631095","3.5.1.1","57763","","","","0"
"2021/2022","All census metropolitan areas, Canada","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590631095","3.5.1.1","86543","","","","0"
"2022/2023","All census metropolitan areas, Canada","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590631095","3.5.1.1","99508","","","","0"
"2023/2024","All census metropolitan areas, Canada","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590631095","3.5.1.1","101770","","","","0"
"2024/2025","All census metropolitan areas, Canada","","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590631095","3.5.1.1","104880","","","","0"
"2015/2016","All census metropolitan areas, Canada","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590631437","3.6.1.1","35390","","","","0"
"2016/2017","All census metropolitan areas, Canada","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590631437","3.6.1.1","56051","","","","0"
"2017/2018","All census metropolitan areas, Canada","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590631437","3.6.1.1","51769","","","","0"
"2018/2019","All census metropolitan areas, Canada","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590631437","3.6.1.1","51003","","","","0"
"2019/2020","All census metropolitan areas, Canada","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590631437","3.6.1.1","40809","","","","0"
"2020/2021","All census metropolitan areas, Canada","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590631437","3.6.1.1","36157","","","","0"
"2021/2022","All census metropolitan areas, Canada","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590631437","3.6.1.1","46286","","","","0"
"2022/2023","All census metropolitan areas, Canada","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590631437","3.6.1.1","45828","","","","0"
"2023/2024","All census metropolitan areas, Canada","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590631437","3.6.1.1","45874","","","","0"
