"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","53654","","","","0"
"2018","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","53694","","","","0"
"2019","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","53924","","","","0"
"2020","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","54025","","","","0"
"2021","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","54209","","","","0"
"2022","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","54651","","","","0"
"2023","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","55319","","","","0"
"2024","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","56542","","","","0"
"2025","Rimouski (CA), Quebec","2021S0504404","Total - gender","All ages","Persons","249","units","0","v1589870787","64.1.1","56959","","","","0"
"2015","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","28948","","","","0"
"2016","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","28927","","","","0"
"2017","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","29207","","","","0"
"2018","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","29490","","","","0"
"2019","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","29740","","","","0"
"2020","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","29941","","","","0"
"2021","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","30134","","","","0"
"2022","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","30259","","","","0"
"2023","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","30573","","","","0"
"2024","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","30849","","","","0"
"2025","Rivière-du-Loup (CA), Quebec","2021S0504405","Total - gender","All ages","Persons","249","units","0","v1589871132","65.1.1","30925","","","","0"
"2015","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","28035","","","","0"
"2016","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","27632","","","","0"
"2017","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","27449","","","","0"
"2018","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","27086","","","","0"
"2019","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","26892","","","","0"
"2020","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","26719","","","","0"
"2021","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","26730","","","","0"
"2022","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","26652","","","","0"
"2023","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","26556","","","","0"
"2024","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","26530","","","","0"
"2025","Baie-Comeau (CA), Quebec","2021S0504406","Total - gender","All ages","Persons","249","units","0","v1589871477","66.1.1","26446","","","","0"
"2015","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30850","","","","0"
"2016","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30742","","","","0"
"2017","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30643","","","","0"
"2018","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30428","","","","0"
"2019","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30447","","","","0"
"2020","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30406","","","","0"
"2021","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30418","","","","0"
"2022","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30496","","","","0"
"2023","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30685","","","","0"
"2024","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30813","","","","0"
"2025","Alma (CA), Quebec","2021S0504410","Total - gender","All ages","Persons","249","units","0","v1589872167","67.1.1","30682","","","","0"
"2015","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15756","","","","0"
"2016","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15659","","","","0"
"2017","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15525","","","","0"
"2018","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15513","","","","0"
"2019","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15386","","","","0"
"2020","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15345","","","","0"
"2021","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15295","","","","0"
"2022","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15283","","","","0"
"2023","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15298","","","","0"
"2024","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15276","","","","0"
"2025","Dolbeau-Mistassini (CA), Quebec","2021S0504411","Total - gender","All ages","Persons","249","units","0","v1589872512","68.1.1","15213","","","","0"
"2015","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","28742","","","","0"
"2016","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","28471","","","","0"
"2017","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","28174","","","","0"
"2018","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","28091","","","","0"
"2019","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","27904","","","","0"
"2020","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","27895","","","","0"
"2021","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","27892","","","","0"
"2022","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","27813","","","","0"
"2023","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","27791","","","","0"
"2024","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","27858","","","","0"
"2025","Sept-Îles (CA), Quebec","2021S0504412","Total - gender","All ages","Persons","249","units","0","v1589872857","69.1.1","27853","","","","0"
"2015","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","13525","","","","0"
"2016","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","13501","","","","0"
"2017","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","13582","","","","0"
"2018","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","13607","","","","0"
"2019","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","13375","","","","0"
"2020","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","12938","","","","0"
"2021","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","13199","","","","0"
"2022","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","13343","","","","0"
"2023","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","13468","","","","0"
"2024","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","13706","","","","0"
"2025","Sainte-Marie (CA), Quebec","2021S0504423","Total - gender","All ages","Persons","249","units","0","v1589873547","70.1.1","13933","","","","0"
"2015","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","34061","","","","0"
"2016","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","34199","","","","0"
"2017","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","34265","","","","0"
"2018","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","34591","","","","0"
"2019","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","34772","","","","0"
"2020","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","34866","","","","0"
"2021","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","34970","","","","0"
"2022","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","35215","","","","0"
"2023","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","35620","","","","0"
"2024","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","35973","","","","0"
"2025","Saint-Georges (CA), Quebec","2021S0504428","Total - gender","All ages","Persons","249","units","0","v1589873892","71.1.1","36067","","","","0"
"2015","Thetford Mines (CA), Quebec","2021S0504430","Total - gender","All ages","Persons","249","units","0","v1589874237","72.1.1","27492","","","","0"
"2016","Thetford Mines (CA), Quebec","2021S0504430","Total - gender","All ages","Persons","249","units","0","v1589874237","72.1.1","27516","","","","0"
"2017","Thetford Mines (CA), Quebec","2021S0504430","Total - gender","All ages","Persons","249","units","0","v1589874237","72.1.1","27709","","","","0"
"2018","Thetford Mines (CA), Quebec","2021S0504430","Total - gender","All ages","Persons","249","units","0","v1589874237","72.1.1","27829","","","","0"
